OBJECTID,FID2,NUMBER,LATITUDE,LONGITUDE,SITEATS,CITY_SITE,FACING,AREA,ADVERTISER
214,1524,LA-1525,34.06568,-118.30917,SB  Western Ave NS  5th St. -NW,L.A. South,North,CD-04,MOM L.A.
215,1545,LA-1546,34.06147,-118.31958,WB  Wilshire  FS  Highland -NW,L.A. Central,North,CD-04,MOM L.A.
216,1571,LA-1572,34.07208,-118.36603,EB  3rd St NS  Cresent Heights -SW,L.A. Central,East,CD-04,MOM L.A.
217,1587,LA-1588,34.07253,-118.36982,EB  3rd St FS  Sweetzer -SE,L.A. Central,West,CD-04,MOM L.A.
218,1597,LA-1598,34.1652,-118.5013,SB  Balboa  NS  Magnolia -NW,L.A. Valley West,North,CD-04,Dean Abston
219,1602,LA-1603,34.07601,-118.36086,EB  Beverly Dr  FS  Fairfax -SE,L.A. Central,West,CD-04,MOM L.A.
220,1603,LA-1604,34.07627,-118.34579,WB  Beverly Dr  NS  Formosa -NE,L.A. Central,South,CD-04,MOM L.A.
221,2376,LA-2377,34.22068,-118.44907,SB  Van Nuys Blvd FS  Roscoe -SW,L.A. Valley West,East,CD-06,Dr. Barry Leonard
222,2383,LA-2384,34.20523,-118.44887,SB  Van Nuys Blvd NS  Valerio -NW,L.A. Valley West,North,CD-06,MOM L.A.
223,3202,LA-3203,34.04762,-118.32327,WB  Pico  NS  Norton -NE,L.A. South,South,CD-10,MOM L.A.
224,3213,LA-3214,34.02576,-118.39501,WB Venice NS  Bagley Ave-NE,L.A. South,South,CD-10,MOM L.A.
225,3241,LA-3242,34.03758,-118.3734,EB  Venice  FS  Cadillac -SE,L.A. South,West,CD-10,MOM L.A.
226,3259,LA-3260,34.03565,-118.3776,WB Venice  NS La Cienega -NE,L.A. South,South,CD-10,MOM L.A.
227,3292,LA-3293,34.03909,-118.36014,EB  Washington  FS  Hauser -SE,L.A. South,West,CD-10,MOM L.A.
228,4109,LA-4110,34.25738,-118.56044,WB  Devonshire  FS  Melvin -NW,L.A. Valley West,North,CD-12,MOM L.A.
229,4110,LA-4111,34.25738,-118.56044,WB  Devonshire  FS  Melvin -NW,L.A. Valley West,North,CD-12,MOM L.A.
230,4115,LA-4116,34.2574,-118.56695,WB  Devonshire  FS  Oakdale -NW,L.A. Valley West,North,CD-12,Chris Williams
231,4120,LA-4121,34.25736,-118.60216,WB  Devonshire  FS  Owensmouth -NW,L.A. Valley West,North,CD-12,Susan Jones
232,4123,LA-4124,34.25761,-118.49825,WB  Devonshire  FS  Petit -NW,L.A. South,North,CD-12,MOM L.A.
233,4898,LA-4899,34.13242,-118.21598,NB  Eagle Rock  NS  Norwalk -SE,L.A. East,West,CD-14,MOM L.A.
234,4941,LA-4942,34.01883,-118.19846,WB  Olympic  NS  8th St. -NE,L.A. East,South,CD-14,MOM L.A.
235,4942,LA-4943,34.02765,-118.23909,WB  Olympic  NS  Alameda -NE,L.A. East,South,CD-14,MOM L.A.
236,4955,LA-4956,34.05638,-118.20174,SB  Soto  FS  Charlotte -SW,L.A. East,East,CD-14,MOM L.A.
237,4964,LA-4965,34.05011,-118.21512,NB  State  FS  Cesar Chavez -NE,L.A. East,South,CD-14,MOM L.A.
238,4968,LA-4969,34.06448,-118.1967,WB  Valley  NS  Soto -NE,L.A. East,South,CD-14,MOM L.A.
239,4975,LA-4976,34.05658,-118.23185,SB  Vignes  NS  Cesar Chavez -NW,L.A. East,North,CD-14,Central Jail Bail Bonds
240,4986,LA-4987,34.02779,-118.20099,EB  Whittier  FS  Lorena -SE,L.A. East,West,CD-14,MOM L.A.
241,5004,LA-5005,34.13295,-118.20176,EB  Yosemite  FS  Townsend -SE,L.A. East,West,CD-14,MOM L.A.
242,5009,LA-5010,34.06063,-118.20738,SB  Zonal  NS  Biggy -NW,L.A. East,North,CD-14,MOM L.A.
243,5017,LA-5018,33.94327,-118.24601,WB  103rd St FS  Compton -NE,L.A. South Bay,South,CD-14,MOM L.A.
244,5047,LA-5048,33.78038,-118.25714,WB  Anaheim  NS  Banning -NE,L.A. South Bay,South,CD-14,Community Choice
245,5089,LA-5090,33.72727,-118.29247,SB  Gaffey  NS  19th St. -NW,L.A. Valley East,North,CD-15,McNerney's Mortuary
246,5106,LA-5107,33.7587,-118.28755,NB  John Gibson @ 2001 John Gibson-NE,L.A. Valley East,South,CD-15,MOM L.A.
247,5137,LA-5138,33.78962,-118.30416,WB  Pacific Coast Hwy NS  President-NE,L.A. Valley East,South,CD-15,The Office
248,5151,LA-5152,33.79065,-118.27458,WB  Pacific Coast Hwy NS Wilmington-NE,L.A. South Bay,South,CD-15,Adrinana Mittal
249,5177,LA-5178,33.73772,-118.28776,NB  Pacific  NS  7th St. -SE,L.A. Valley East,West,CD-15,MOM L.A.
250,5184,LA-5185,33.90203,-118.28232,WB  Rosecrans  NS  Figueroa -NE,L.A. South Bay,South,CD-15,MOM L.A.
251,5268,LA-5269,34.05256,-118.29142,WB  Olympic NS  Vermont-NE,L.A. South,South,CD-15,Angel Bails Bonds
252,5300,LA-5301,34.24975,-118.60618,SB Topanga Canyon FS Lassen-SW,L.A. Valley West,East,CD-15,Jeff Black
253,5315,LA-5316,33.96003,-118.27807,EB Manchester FS Broadway-SE,L.A. South Bay,West,CD-15,FIRST HOLY MT. ZION BAPTIST CHURCH
254,713,LA-0714,34.15232,-118.63032,EB  Mulholland D  FS  Valmar -SE,L.A. Valley West,West,CD-03,Heidi Adams & Myra Turek
255,730,LA-0731,34.17937,-118.59798,WB  Oxnard  FS  Canoga -NW,L.A. Valley West,North,CD-03,Warner Center Condominiums
256,734,LA-0735,34.1795,-118.5906,WB  Oxnard  FS  De Soto -NW,L.A. Valley West,North,CD-03,MOM L.A.
257,745,LA-0746,34.19325,-118.6428,NB  Platt  FS  Vanowen -NE,L.A. Valley West,South,CD-03,Steve & Ava Better
258,756,LA-0757,34.18408,-118.53612,SB  Reseda Blvd NS  Erwin -NW,L.A. Valley West,North,CD-03,MOM L.A.
259,1528,LA-1529,34.07591,-118.30922,SB  Western Ave FS  Beverly -SW,L.A. South,East,CD-04,MOM L.A.
260,1537,LA-1538,34.10443,-118.3094,SB  Western Ave NS  Russell -NW,L.A. Central,North,CD-04,MOM L.A.
261,1556,LA-1557,34.06147,-118.31958,EB  Wilshire  FS  Ogden -SE,L.A. Central,West,CD-04,MOM L.A.
262,1570,LA-1571,34.07219,-118.3657,WB  3rd St NS  Cresent Heights -NE,L.A. Central,South,CD-04,MOM L.A.
263,2357,LA-2358,34.25371,-118.43894,SB  Van Nuys Blvd FS  Arleta-SW,L.A. Valley East,East,CD-06,Teresa Gordon
264,2373,LA-2374,34.17962,-118.4486,NB  Van Nuys Blvd FS  Oxnard -NE,L.A. Valley West,South,CD-06,The O'kane Law Firm
265,2385,LA-2386,34.24741,-118.4479,SB  Van Nuys Blvd NS  Woodman-NW,L.A. Valley East,North,CD-06,MOM L.A.
266,2407,LA-2408,34.18678,-118.44416,WB  Victory  NS  Tyrone -NE,L.A. Valley West,South,CD-06,MOM L.A.
267,3221,LA-3222,34.02353,-118.3988,WB Venice NS  Hughes-NE,L.A. South,South,CD-10,MOM L.A.
268,3244,LA-3245,34.04495,-118.35369,WB  Venice  NS  Cochran -NE,L.A. South,South,CD-10,MOM L.A.
269,3253,LA-3254,34.04123,-118.36706,EB  Venice  NS  Genesee -SW,L.A. South,East,CD-10,MOM L.A.
270,3297,LA-3298,34.0397,-118.33726,EB  Washington  FS  West -SE,L.A. South,West,CD-10,MOM L.A.
271,4072,LA-4073,34.25715,-118.56259,EB  Devonshire  NS  Corbin -SW,L.A. Valley West,East,CD-12,MOM L.A.
272,4875,LA-4876,34.1399,-118.21881,EB  Colorado  FS  Ellenwood -SE,L.A. East,West,CD-14,MOM L.A.
273,4891,LA-4892,34.121,-118.22714,SB  Eagle Rock  NS  Ave. 41 -NW,L.A. East,North,CD-14,MOM L.A.
274,4897,LA-4898,34.13242,-118.21598,SB  Eagle Rock  NS  Norwalk -NW,L.A. East,North,CD-14,MOM L.A.
275,4919,LA-4920,34.03488,-118.19239,SB  Indiana  NS  Gleason -NW,L.A. Valley East,North,CD-14,MOM L.A.
276,4925,LA-4926,34.06124,-118.23526,NB  Main  NS  Vignes -SE,L.A. East,West,CD-14,Central Jail Bail Bonds
277,4953,LA-4954,34.0468,-118.30502,SB  Soto  FS  East Cesar E Chavez -SW,L.A. South,East,CD-14,MOM L.A.
278,4957,LA-4958,34.04991,-118.20582,SB  Soto  NS  Sheridan -NW,L.A. East,North,CD-14,MOM L.A.
279,4965,LA-4966,34.05022,-118.23355,WB  Temple  FS  Vignes -NW,L.A. East,North,CD-14,MOM L.A.
280,4969,LA-4970,34.12501,-118.2317,NB  Verdugo  NS  York -SE,L.A. East,West,CD-14,MOM L.A.
281,5003,LA-5004,34.13363,-118.20681,EB  Yosemite  NS  La Roda -SW,L.A. East,East,CD-14,MOM L.A.
282,5005,LA-5006,34.13295,-118.20176,WB  Yosemite  FS  Townsend -NW,L.A. East,North,CD-14,MOM L.A.
283,5093,LA-5094,33.7641,-118.29358,SB  Gaffey  NS  Westmont Dr. -NW,L.A. Valley East,North,CD-15,MOM L.A.
284,5097,LA-5098,33.88164,-118.28672,EB  Gardena  FS  Hoover -SE,L.A. South Bay,West,CD-15,MOM L.A.
285,5099,LA-5100,33.88167,-118.29108,WB  Gardena  NS  Vermont -NE,L.A. South Bay,South,CD-15,MOM L.A.
286,5126,LA-5127,33.79168,-118.25657,WB  Pacific Coast Hwy FS Eubank-NW,L.A. South Bay,North,CD-15,MOM L.A.
287,5129,LA-5130,33.79105,-118.26667,WB  Pacific Coast Hwy NS  Island-NE,L.A. South Bay,South,CD-15,UniAmeric Infinity (Spanish)
288,5149,LA-5150,33.79062,-118.27565,WB  Pacific Coast Hwy FS Wilmington-NW,L.A. South Bay,North,CD-15,T-Shirt Wholesales Outlet
289,5157,LA-5158,33.72864,-118.28787,NB  Pacific  NS  17th St. -SE,L.A. Valley East,West,CD-15,MOM L.A.
290,5165,LA-5166,33.72472,-118.28806,SB  Pacific  FS  21st St. -SW,L.A. Valley East,East,CD-15,MOM L.A.
291,5181,LA-5182,33.72268,-118.28793,NB  Pacific  NS  Hamilton -SE,L.A. Valley East,West,CD-15,MOM L.A.
292,5203,LA-5204,33.85051,-118.29038,NB  Vermont  FS  Francisco -NE,L.A. South Bay,South,CD-15,MOM L.A.
293,5204,LA-5205,33.8818,-118.29125,NB  Vermont  FS  Gardena -NE,L.A. South Bay,South,CD-15,MOM L.A.
294,5211,LA-5212,33.86538,-118.30898,NB Western Ave NS 182nd St-SE,L.A. South Bay,West,CD-15,Action Investment Realty
295,5227,LA-5228,33.75357,-118.30884,NB  Western Ave NS  Capitol -SE,L.A. South Bay,West,CD-15,MOM L.A.
296,5257,LA-5258,33.79425,-118.27505,NB  Wilmington  NS  Q St. -SE,L.A. South Bay,West,CD-15,MOM L.A.
297,5270,LA-5271,33.93202,-118.39637,SB  Sepulveda  NS  Imperial Hwy-NW,L.A. South,North,CD-15,Togo's / Ashok Pattel
298,5290,LA-5291,34.17214,-118.60574,NB Topanga Canyon FS Burbank -NE,L.A. Valley West,South,CD-15,Danny Ross
299,5293,LA-5294,34.23019,-118.36673,NB Glenoaks  FS Sunland-NE,L.A. Valley East,South,CD-15,The O'kane Law Firm
300,704,LA-0705,34.14903,-118.61137,EB  Mulholland D  FS  Mulholland H -SE,L.A. Valley West,West,CD-03,Michael Gilbert & Irene Failla
301,707,LA-0708,34.15645,-118.63462,EB  Mulholland Dr NS  Spielberg -SE,L.A. Valley West,West,CD-03,Lisa Weber
302,712,LA-0713,34.15232,-118.63032,EB  Mulholland D  FS  Valmar -SE,L.A. Valley West,West,CD-03,Enola Burrell
303,717,LA-0718,34.15128,-118.62678,EB  Mulholland D  NS  Willens -SW,L.A. Valley West,East,CD-03,MOM L.A.
304,724,LA-0725,34.18718,-118.60153,SB  Owensmouth  FS  Victory -SW,L.A. Valley West,East,CD-03,MOM L.A.
305,741,LA-0742,34.17925,-118.59247,WB  Oxnard  FS  Variel -NW,L.A. Valley West,North,CD-03,MOM L.A.
306,758,LA-0759,34.19779,-118.53622,SB  Reseda Blvd NS  Hart -NW,L.A. Valley West,North,CD-03,New Star Active Wear
307,759,LA-0760,34.17727,-118.53615,SB  Reseda Blvd FS  Hatteras -SW,L.A. Valley West,East,CD-03,MOM L.A.
308,775,LA-0776,34.16943,-118.53737,NB  Reseda Blvd FS  Ventura Cyn -NE,L.A. Valley West,South,CD-03,Amir Sole
309,776,LA-0777,34.16943,-118.53737,NB  Reseda Blvd FS  Ventura Cyn -NE,L.A. Valley West,South,CD-03,Eli and Zeev
310,1518,LA-1519,34.06919,-118.30925,SB  Western Ave NS  3rd Street -NW,L.A. South,North,CD-04,Chris Nam
311,1526,LA-1527,34.0637,-118.30926,SB  Western Ave NS  6th St. -NW,L.A. South,North,CD-04,Angel Bails Bonds
312,1536,LA-1537,34.10445,-118.30939,SB  Western Ave NS  Russell -NW,L.A. Central,North,CD-04,MOM L.A.
313,1557,LA-1558,34.06147,-118.31958,WB  Wilshire  NS  Plymouth -NE,L.A. Central,South,CD-04,MOM L.A.
314,1581,LA-1582,34.07106,-118.35859,EB  3rd St FS  Ogden -SE,L.A. Central,West,CD-04,MOM L.A.
315,2377,LA-2378,34.22193,-118.44868,NB  Van Nuys Blvd FS  Roscoe -NE,L.A. Valley West,South,CD-06,Catalina Paints
316,2382,LA-2383,34.20523,-118.44887,SB  Van Nuys Blvd NS  Valerio -NW,L.A. Valley West,North,CD-06,MOM L.A.
317,2384,LA-2385,34.20454,-118.4487,NB  Van Nuys Blvd NS  Valerio -SE,L.A. Valley West,West,CD-06,UPGrade Insurance Services
318,2389,LA-2390,34.19405,-118.46651,WB  Vanowen  FS  Sepulveda -NW,L.A. Valley West,North,CD-06,MOM L.A.
319,2406,LA-2407,34.18659,-118.44458,EB  Victory  NS  Tyrone -SW,L.A. Valley West,East,CD-06,MOM L.A.
320,3205,LA-3206,34.0481,-118.34906,WB  Pico  NS  Redondo -NE,L.A. South,South,CD-10,MOM L.A.
321,3220,LA-3221,34.03121,-118.38541,WB Venice FS Helms-NW,L.A. South,North,CD-10,MOM L.A.
322,3222,LA-3223,34.02313,-118.39884,EB Venice NS  Hughes-SW,L.A. Central,East,CD-10,MOM L.A.
323,3225,LA-3226,34.02162,-118.40205,WB Venice FS Jasmine-NW,L.A. South,North,CD-10,MOM L.A.
324,3232,LA-3233,34.02948,-118.38774,EB Venice FS National Blvd-SE,L.A. South,West,CD-10,MOM L.A.
325,3233,LA-3234,34.02938,-118.38858,WB Venice FS National Blvd-NW,L.A. Central,North,CD-10,MOM L.A.
326,3237,LA-3238,34.02791,-118.39058,EB  Venice NS  Robertson Blvd-SW,L.A. Central,East,CD-10,MOM L.A.
327,3251,LA-3252,34.03987,-118.37011,WB  Venice  FS  Fairfax -NW,L.A. South,North,CD-10,MOM L.A.
328,3261,LA-3262,34.03572,-118.37746,WB Venice  NS La Cienega -NE,L.A. South,South,CD-10,MOM L.A.
329,3265,LA-3266,34.04139,-118.36745,WB  Venice  NS  Ogden -NE,L.A. South,South,CD-10,MOM L.A.
330,3295,LA-3296,34.03975,-118.33437,EB  Washington  NS  Wellington -SW,L.A. South,East,CD-10,MOM L.A.
331,4083,LA-4084,34.25718,-118.5314,EB  Devonshire  FS  Etiwanda -SE,L.A. Valley West,West,CD-12,S & H Bail Bonds
332,4089,LA-4090,34.25749,-118.47647,WB  Devonshire  FS  Haskell -NW,L.A. South,North,CD-12,MOM L.A.
333,4111,LA-4112,34.25733,-118.48135,EB  Devonshire  FS  Montgomery -SE,L.A. Valley West,West,CD-12,MOM L.A.
334,4118,LA-4119,34.25717,-118.57473,EB  Devonshire  FS  Oso -SE,L.A. Valley West,West,CD-12,MOM L.A.
335,4119,LA-4120,34.25712,-118.60123,EB  Devonshire  FS  Owensmouth -SE,L.A. Valley West,West,CD-12,Susan Jones
336,4122,LA-4123,34.25741,-118.49817,EB  Devonshire  NS  Petit -SW,L.A. South,East,CD-12,MOM L.A.
337,4879,LA-4880,34.13765,-118.19071,EB  Colorado  NS  Genevieve -SW,L.A. East,East,CD-14,MOM L.A.
338,4901,LA-4902,34.08102,-118.17803,NB  Eastern  FS  Gambier St. -NE,L.A. East,South,CD-14,MOM L.A.
339,4909,LA-4910,34.04356,-118.20038,NB  Evergreen  FS  Cesar Chavez -NE,L.A. Valley East,South,CD-14,MOM L.A.
340,4910,LA-4911,34.04356,-118.20038,SB  Evergreen  NS  Cesar Chavez -NW,L.A. Valley East,North,CD-14,MOM L.A.
341,4911,LA-4912,34.12931,-118.18793,SB  Figueroa  NS  Anna -NW,L.A. East,North,CD-14,MOM L.A.
342,4939,LA-4940,34.06121,-118.20528,NB  Mission  FS  Workman -NE,L.A. South,South,CD-14,MOM L.A.
343,4959,LA-4960,34.05301,-118.20384,SB  Soto  NS  Wabash -NW,L.A. East,North,CD-14,MOM L.A.
344,4967,LA-4968,34.04885,-118.2022,EB  Valley  NS  San Pablo -SW,L.A. East,East,CD-14,MOM L.A.
345,4971,LA-4972,34.12501,-118.2317,SB  Verdugo  NS  York -NW,L.A. East,North,CD-14,MOM L.A.
346,4976,LA-4977,34.05658,-118.23185,SB  Vignes  NS  Cesar Chavez -NW,L.A. East,North,CD-14,Central Jail Bail Bonds
347,4978,LA-4979,34.01902,-118.2304,WB  Washington  FS  Santa Fe -NW,L.A. East,North,CD-14,MOM L.A.
348,4999,LA-5000,34.11443,-118.18146,EB  York  FS  Ave. 64 -SE,L.A. East,West,CD-14,MOM L.A.
349,5006,LA-5007,34.13295,-118.20176,WB  Yosemite  FS  Townsend -NW,L.A. East,North,CD-14,MOM L.A.
350,5013,LA-5014,34.06111,-118.20869,SB  Zonal  FS  State -SW,L.A. East,East,CD-14,Attorney Law
351,5110,LA-5111,33.79755,-118.2973,NB  Normandie  NS  Lomita -SE,L.A. Valley East,West,CD-15,MOM L.A.
352,5114,LA-5115,33.79126,-118.263,WB  Pacific Coast Hwy NS  Avalon-NE,L.A. South Bay,South,CD-15,MOM L.A.
353,668,LA-0669,34.19026,-118.62321,SB  Fallbrook  FS  Criswell -SW,L.A. Valley West,East,CD-03, 
354,674,LA-0675,34.1694,-118.60568,WB  Fallbrook  NS  Oxnard -NE,L.A. Valley West,South,CD-03,MOM L.A.
355,676,LA-0677,34.21877,-118.62345,NB  Fallbrook  NS  Roscoe -SE,L.A. Valley West,West,CD-03,John Oddino
356,683,LA-0684,34.20065,-118.6234,NB  Fallbrook  FS  Sherman Way -NE,L.A. Valley West,South,CD-03, 
357,688,LA-0689,34.18655,-118.62335,NB  Fallbrook  FS  Victory -NE,L.A. Valley West,South,CD-03,Brandon Haft
358,689,LA-0690,34.18655,-118.62335,SB  Fallbrook  NS Victory -NW,L.A. Valley West,North,CD-03,Laura Shaw
359,693,LA-0694,34.08364,-118.35758,EB  Melrose  NS  Spaulding -SW,L.A. Central,East,CD-03,MOM L.A.
360,731,LA-0732,34.17937,-118.59798,WB  Oxnard  FS  Canoga -NW,L.A. Valley West,North,CD-03,MOM L.A.
361,748,LA-0749,34.17402,-118.5361,NB  Reseda Blvd FS  101 Freeway -NE,L.A. Valley West,South,CD-03,MOM L.A.
362,770,LA-0771,34.20106,-118.53605,NB  Reseda Blvd FS  Sherman Way -NE,L.A. Valley West,South,CD-03,MOM L.A.
363,777,LA-0778,34.18598,-118.56947,SB  Reseda Blvd FS  Victory -SW,L.A. Valley West,East,CD-03,MOM L.A.
364,1560,LA-1561,34.06147,-118.31958,EB  Wilshire  FS  Rossmore -SE,L.A. Central,West,CD-04,MOM L.A.
365,1561,LA-1562,34.06147,-118.31958,EB  Wilshire  FS  Rossmore -SE,L.A. Central,West,CD-04,MOM L.A.
366,1567,LA-1568,34.06939,-118.34768,WB  3rd St FS  Alta Vista -NW,L.A. Central,North,CD-04,MOM L.A.
367,1590,LA-1591,34.16972,-118.50117,SB  Balboa  FS  101 Freeway -SW,L.A. Valley West,East,CD-04,Marilyn Bennett
368,2363,LA-2364,34.22524,-118.44868,NB  Van Nuys Blvd FS Chase-NE,L.A. Valley West,South,CD-06,MOM L.A.
369,2393,LA-2394,34.18678,-118.45287,WB  Victory  NS  Cedros -NE,L.A. Valley West,South,CD-06,MOM L.A.
370,2400,LA-2401,34.18675,-118.46158,WB  Victory  NS  Noble -NE,L.A. Valley West,South,CD-06,MOM L.A.
371,3215,LA-3216,34.03279,-118.3819,EB Venice NS  Cattaraugus -SW,L.A. South,East,CD-10,MOM L.A.
372,3226,LA-3227,34.02166,-118.40145,EB  Venice FS  Jasmine-SE,L.A. Central,West,CD-10,MOM L.A.
373,3229,LA-3230,34.0204,-118.40421,WB Venice FS Motor-NW,L.A. Central,North,CD-10,MOM L.A.
374,3231,LA-3232,34.02038,-118.40427,WB  Venice FS  Motor Ave-NW,L.A. Central,North,CD-10,MOM L.A.
375,3270,LA-3271,34.04646,-118.34072,EB  Venice  NS  Rimpau -SW,L.A. South,East,CD-10,MOM L.A.
376,4088,LA-4089,34.25749,-118.47647,WB  Devonshire  FS  Haskell -NW,L.A. South,North,CD-12,MOM L.A.
377,4870,LA-4871,34.13912,-118.21416,EB  Colorado  NS  Eagle Rock -SW,L.A. East,East,CD-14,MOM L.A.
378,4880,LA-4881,34.1392,-118.20881,EB  Colorado  NS  Highland VW -SW,L.A. East,East,CD-14,MOM L.A.
379,4883,LA-4884,34.14086,-118.20369,EB  Colorado  NS  Mt. Royal -SW,L.A. East,East,CD-14,Tracy King
380,4922,LA-4923,34.02779,-118.20099,SB  Lorena  NS  Whittier -NW,L.A. East,North,CD-14,Play House Dental
381,4948,LA-4949,34.02336,-118.21772,EB  Olympic  NS  Orme Ave. -SW,L.A. East,East,CD-14,MOM L.A.
382,4983,LA-4984,34.03077,-118.20736,WB  Whittier  NS  Euclid -NE,L.A. East,South,CD-14,MOM L.A.
383,5008,LA-5009,34.06063,-118.20738,SB  Zonal  NS  Biggy -NW,L.A. East,North,CD-14,Attorney Law
384,5014,LA-5015,33.94325,-118.25376,EB  103rd St FS  Central -SW,L.A. South Bay,East,CD-14,Billboard Connect
385,5016,LA-5017,33.94316,-118.24666,EB  103rd St NS  Compton -SW,L.A. South Bay,East,CD-14,MOM L.A.
386,5018,LA-5019,33.94334,-118.24886,WB  103rd St NS  Success -NE,L.A. South Bay,South,CD-14,MOM L.A.
387,5023,LA-5024,33.73256,-118.29264,WB  13th St FS  Gaffey -NW,L.A. Valley East,North,CD-14,MOM L.A.
388,5024,LA-5025,33.73255,-118.29269,WB  13th St FS  Gaffey -NW,L.A. Valley East,North,CD-14,Ford Learning Academy
389,5037,LA-5038,33.72418,-118.31514,WB  25th St FS  Moray -NW,L.A. South Bay,North,CD-14,MOM L.A.
390,5051,LA-5052,33.77972,-118.26901,WB  Anaheim  FS  Neptune -NW,L.A. South Bay,North,CD-14,UniAmeric Infinity (Spanish)
391,5061,LA-5062,33.79881,-118.26406,SB  Avalon  FS  Lomita -SW,L.A. South Bay,East,CD-14,Community Choice
392,5064,LA-5065,33.78274,-118.26255,NB  Avalon  NS  Opp -SE,L.A. South Bay,West,CD-14,UniAmeric Infinity (Spanish)
393,5077,LA-5078,33.94114,-118.25429,NB  Central  NS  105th St. -SE,L.A. South Bay,West,CD-14,MOM L.A.
394,5086,LA-5087,33.73079,-118.29249,SB  Gaffey  NS  15th St. -NW,L.A. Valley East,North,CD-15,MOM L.A.
395,5117,LA-5118,33.7911,-118.26348,EB Pacific Coast Hwy NS Avalon-SW,L.A. South Bay,East,CD-15,MOM L.A.
396,5121,LA-5122,33.79092,-118.24553,EB Pacific Coast Hwy NS Blinn-SW,L.A. South Bay,East,CD-15,MOM L.A.
397,5125,LA-5126,33.79168,-118.25652,WB  Pacific Coast Hwy FS Eubank-NW,L.A. South Bay,North,CD-15,MOM L.A.
398,5130,LA-5131,33.79075,-118.26956,EB Pacific Coast Hwy FS Neptune -SE,L.A. South Bay,West,CD-15,MOM L.A.
399,5139,LA-5140,33.79096,-118.29146,EB  Pacific Coast Hwy FS  Vermont -SE,L.A. South Bay,West,CD-15,Ford Learning Academy
400,5216,LA-5217,33.81005,-118.30837,NB Western Ave NS 237th St-SE,L.A. Valley East,West,CD-15,The Swedish Car Clinic
401,5299,LA-5300,34.25381,-118.60607,SB Topanga Canyon NS  Mayall-NW,L.A. Valley West,North,CD-15,Jeff Black
402,5303,LA-5304,34.15703,-118.60583,SB Topanga Canyon NS Dumetz-NW,L.A. Valley West,North,CD-15,Lisa Weber
403,788,LA-0789,34.2198,-118.55355,WB  Roscoe  FS  Tampa -NW,L.A. Valley West,North,CD-03,MOM L.A.
404,1609,LA-1610,34.07627,-118.34369,WB  Beverly Dr  NS  La Brea -NE,L.A. Central,South,CD-05,Optical Outlook
405,2410,LA-2411,34.22036,-118.37095,SB  Vineland  FS  San Fernando -SW,L.A. Valley East,East,CD-06,MOM L.A.
406,3299,LA-3300,34.04006,-118.30881,WB  Washington  NS  Western -NE,L.A. South,South,CD-10,MOM L.A.
407,4126,LA-4127,34.25719,-118.53566,EB  Devonshire  FS  Reseda -SE,L.A. Valley West,West,CD-12,MOM L.A.
408,4989,LA-4990,34.0267,-118.19852,WB  Whittier  NS  Spence -NE,L.A. East,South,CD-14,MOM L.A.
409,5000,LA-5001,34.11521,-118.18375,WB  York  FS  Figueroa -NW,L.A. East,North,CD-14,MOM L.A.
410,5012,LA-5013,34.06278,-118.21118,EB  Zonal  NS  Mission -SW,L.A. East,East,CD-14,Attorney Law
411,5025,LA-5026,33.74342,-118.29188,WB  1st  St NS  Gaffey -NE,L.A. Valley East,South,CD-14,MOM L.A.
412,5039,LA-5040,33.73796,-118.29208,WB  7th St NS  Gaffey -NE,L.A. Valley East,South,CD-14,MOM L.A.
413,5048,LA-5049,33.779,-118.27917,EB  Anaheim  FS  Figueroa -SE,L.A. South Bay,West,CD-14,MOM L.A.
414,5054,LA-5055,33.93805,-118.2653,SB  Avalon  FS  108th St. -SW,L.A. South Bay,East,CD-14,MOM L.A.
415,5062,LA-5063,33.78901,-118.26304,NB  Avalon  FS  M St. -NE,L.A. South Bay,South,CD-14,Community Choice
416,5078,LA-5079,33.93755,-118.25412,NB  Central  NS  108th St. -SE,L.A. South Bay,West,CD-14,MOM L.A.
417,5084,LA-5085,33.9015,-118.28264,NB  Figueroa  NS  Rosecrans -SE,L.A. South Bay,West,CD-15,MOM L.A.
418,5103,LA-5104,33.73844,-118.27974,NB  Harbor  NS  6th St. -SE,L.A. Valley East,West,CD-15,MOM L.A.
419,5116,LA-5117,33.79108,-118.26361,EB Pacific Coast Hwy NS Avalon-SW,L.A. South Bay,East,CD-15,Gabriela Bermudez
420,5128,LA-5129,33.79092,-118.2668,EB Pacific Coast Hwy FS Island-SE,L.A. South Bay,West,CD-15,MOM L.A.
421,5132,LA-5133,33.79001,-118.29782,WB  Pacific Coast Hwy FS  Normandie -NW,L.A. Valley East,North,CD-15,MOM L.A.
422,5136,LA-5137,33.78941,-118.3047,EB  Pacific Coast Hwy NS  President-SW,L.A. Valley East,East,CD-15,MOM L.A.
423,5143,LA-5144,33.7894,-118.30715,EB  Pacific Coast Hwy FS  Western -SE,L.A. Valley East,West,CD-15,Ford Learning Academy
424,5145,LA-5146,33.78948,-118.30737,WB  Pacific Coast Hwy NS  Western -NE,L.A. Valley East,South,CD-15,The Swedish Car Clinic
425,5146,LA-5147,33.78932,-118.30799,EB  Pacific Coast Hwy NS  Western -SW,L.A. South Bay,East,CD-15,The Swedish Car Clinic
426,5167,LA-5168,33.71883,-118.28784,NB  Pacific  NS  28th St. -SE,L.A. Valley East,West,CD-15,MOM L.A.
