OBJECTID,FID2,NUMBER,LATITUDE,LONGITUDE,SITEATS,CITY_SITE,FACING,AREA,ADVERTISER
4752,381,LA-0382,34.16498,-118.38475,WB  Magnolia  FS  Lemp Ave. -NW,L.A. Valley East,North,CD-02,Simon Mills
4753,409,LA-0410,34.17934,-118.43098,EB  Oxnard  FS  Woodman -SE,L.A. Valley West,West,CD-02,MOM L.A.
4754,421,LA-0422,34.15768,-118.44043,WB  Riverside  FS  Hazeltine -NW,L.A. Valley West,North,CD-02,Marc St. Julien
4755,452,LA-0453,34.20128,-118.42781,WB  Sherman Way  NS  Allott -NE,L.A. Valley West,South,CD-02,MOM L.A.
4756,465,LA-0466,34.20112,-118.42499,EB  Sherman Way  NS  Varna -SW,L.A. Valley East,East,CD-02,MOM L.A.
4757,473,LA-0474,34.2599,-118.32781,NB  Sunland  FS  Fenwick -NE,L.A. Valley East,South,CD-02,Fran and Ray
4758,484,LA-0485,34.23392,-118.36271,SB  Sunland  NS  La Tuna Cyn -SW,L.A. Valley East,East,CD-02,MOM L.A.
4759,499,LA-0500,34.15002,-118.37889,NB  Tujunga  NS  Moorpark -SE,L.A. Valley East,West,CD-02,Gail Steinberg
4760,537,LA-0538,34.14469,-118.41185,EB  Ventura Blvd NS  Goodland -SW,L.A. Valley East,East,CD-02,Robert Howell
4761,552,LA-0553,34.18661,-118.38323,EB  Victory  FS  Beck -SE,L.A. Valley East,West,CD-02,MOM L.A.
4762,558,LA-0559,34.18679,-118.41356,WB  Victory  NS  Coldwater Cy -NE,L.A. Valley East,South,CD-02,Teresa Gordon
4763,566,LA-0567,34.18658,-118.39628,EB  Victory  FS  Laurel Cyn -SE,L.A. Valley East,West,CD-02,Melissa Lewkowicz
4764,571,LA-0572,34.18677,-118.37876,WB  Victory  NS  Tujunga -NE,L.A. Valley East,South,CD-02,MOM L.A.
4765,572,LA-0573,34.18658,-118.37948,EB  Victory  NS  Tujunga -SW,L.A. Valley East,East,CD-02,MOM L.A.
4766,596,LA-0597,34.16468,-118.43109,NB  Woodman  NS  Magnolia -SE,L.A. Valley West,West,CD-02,MOM L.A.
4767,614,LA-0615,34.16083,-118.63307,SB  Ave San Luis  FS  Abbyville -SW,L.A. Valley West,East,CD-02,MOM L.A.
4768,615,LA-0616,34.15915,-118.63618,NB  Ave San Luis  NS  Mulholland -SE,L.A. Valley West,West,CD-03,White House Prty
4769,629,LA-0630,34.16835,-118.59737,NB  Canoga  FS  101 N/Off Ra -NE,L.A. Valley West,South,CD-03,MOM L.A.
4770,655,LA-0656,34.1795,-118.5906,NB  De Soto  FS  Oxnard -NE,L.A. Valley West,South,CD-03,MOM L.A.
4771,667,LA-0668,34.18817,-118.58845,SB  De Soto  FS  Victory -SW,L.A. Valley West,East,CD-03,MOM L.A.
4772,673,LA-0674,34.17902,-118.57335,EB  Fallbrook  NS  Oxnard -SW,L.A. Valley West,East,CD-03,Aline Cosgrove
4773,685,LA-0686,34.1937,-118.62385,NB  Fallbrook  FS  Vanowen -NE,L.A. Valley West,South,CD-03,MOM L.A.
4774,686,LA-0687,34.1937,-118.62385,NB  Fallbrook  FS  Vanowen -NE,L.A. Valley West,South,CD-03,Esperanza Butler
4775,735,LA-0736,34.1795,-118.5906,WB  Oxnard  FS  De Soto -NW,L.A. Valley West,North,CD-03,MOM L.A.
4776,753,LA-0754,34.17197,-118.5361,EB  Reseda Blvd NS  Burbank -SW,L.A. Valley West,East,CD-03,MOM L.A.
4777,760,LA-0761,34.17727,-118.53615,SB  Reseda Blvd FS  Hatteras -SW,L.A. Valley West,East,CD-03,MOM L.A.
4778,762,LA-0763,34.17953,-118.53512,SB  Reseda Blvd NS  Oxnard -NW,L.A. Valley West,North,CD-03,MOM L.A.
4779,779,LA-0780,34.18598,-118.56947,NB  Reseda Blvd FS  Victory -NE,L.A. Valley West,South,CD-03,Catalina Paints
4780,783,LA-0784,34.21847,-118.5885,EB  Roscoe  NS  De Soto -SW,L.A. Valley West,East,CD-03,Catalina Paints
4781,786,LA-0787,34.22013,-118.5362,EB  Roscoe  FS  Reseda -SE,L.A. Valley West,West,CD-03,Accessibile Health Care
4782,24,LA-0025,34.06239,-118.28154,WB  6th St NS  Rampart -NE,L.A. Valley East,South,CD-01,Metropolitan Skill Center
4783,43,LA-0044,34.05976,-118.2748,SB  Alvarado  NS  6th St. -NW,L.A. Valley East,North,CD-01,MOM L.A.
4784,46,LA-0047,34.05244,-118.27247,NB  Alvarado  NS  8th St. -SE,L.A. East,West,CD-01,MOM L.A.
4785,80,LA-0081,34.07382,-118.2121,WB  Broadway  FS  Griffin -NW,L.A. East,North,CD-01,MOM L.A.
4786,90,LA-0091,34.09317,-118.22544,SB  Cypress  NS  Maceo -NW,L.A. East,North,CD-01,MOM L.A.
4787,95,LA-0096,34.11145,-118.18884,NB  Figueroa  FS  60Th-SW,L.A. East,East,CD-01,MOM L.A.
4788,109,LA-0110,34.0867,-118.21891,SB  Figueroa  NS  Cypress -NW,L.A. East,North,CD-01,MOM L.A.
4789,116,LA-0117,34.06246,-118.23955,NB  Hill  NS  Alpine -SE,L.A. East,West,CD-01,MOM L.A.
4790,133,LA-0134,34.06599,-118.20908,EB  Main  NS  Hancock -SW,L.A. East,East,CD-01,MOM L.A.
4791,217,LA-0218,34.05384,-118.26691,EB  Wilshire  NS  Witmer -SW,L.A. East,East,CD-01,MOM L.A.
4792,238,LA-0239,34.17223,-118.44832,WB  Burbank  NS  Van Nuys -NE,L.A. Valley West,South,CD-02,Catalina Paints
4793,251,LA-0252,34.20142,-118.41389,SB  Coldwater Canyon  NS  Sherman Way -NW,L.A. Valley East,North,CD-02,Catalina Paints
4794,253,LA-0254,34.19431,-118.4137,NB  Coldwater Canyon  FS  Vanowen -NE,L.A. Valley East,South,CD-02,MOM L.A.
4795,265,LA-0266,34.24734,-118.27905,EB  Foothill  FS  Haines Cyn -SE,L.A. Valley East,West,CD-02,MOM L.A.
4796,290,LA-0291,34.24186,-118.26859,EB  Foothill  NS  Saluda -SW,L.A. Valley East,East,CD-02,MOM L.A.
4797,291,LA-0292,34.24186,-118.26859,EB  Foothill  NS  Saluda -SW,L.A. Valley East,East,CD-02,Stella Owen
4798,301,LA-0302,34.25958,-118.30719,EB  Foothill  NS  Woodward -SW,L.A. Valley East,East,CD-02,Fran and Ray
4799,312,LA-0313,34.22487,-118.36158,NB  Glenoaks  NS  Nettleton -SE,L.A. Valley East,West,CD-02,Carol Gallanes
4800,336,LA-0337,34.16474,-118.45745,SB  Kester  FS  Magnolia -SW,L.A. Valley West,East,CD-02,Gail Salem
4801,339,LA-0340,34.17908,-118.45758,SB  Kester  FS  Oxnard -SW,L.A. Valley West,East,CD-02,MOM L.A.
4802,342,LA-0343,34.17919,-118.3841,NB  Lankershim  FS  Oxnard -NE,L.A. Valley East,South,CD-02,MOM L.A.
4803,370,LA-0371,34.1542,-118.39662,SB  Laurel Canyon  FS  Ventura Fwy Offramp -SW,L.A. Valley East,East,CD-02,Michael Barasch
4804,400,LA-0401,34.17935,-118.43965,EB  Oxnard  FS  Hazeltine -SE,L.A. Valley West,West,CD-02,MOM L.A.
4805,425,LA-0426,34.15752,-118.39697,EB  Riverside  NS  Laurel Canyon -SW,L.A. Valley East,East,CD-02,Gail Steinberg
4806,427,LA-0428,34.15754,-118.40115,EB  Riverside  NS  Laurel Grove -SW,L.A. Valley East,East,CD-02,Teresa Gordon
4807,455,LA-0456,34.20109,-118.40919,EB  Sherman Way  FS  Bellaire -SE,L.A. Valley East,West,CD-02,Catalina Paints
4808,479,LA-0480,34.24449,-118.36475,WB  Sunland  NS  Helen -NE,L.A. Valley East,South,CD-02,MOM L.A.
4809,480,LA-0481,34.24423,-118.36486,EB  Sunland  FS  Helen -SE,L.A. Valley East,West,CD-02,MOM L.A.
4810,485,LA-0486,34.2344,-118.36701,NB  Sunland  NS  Lamkins -SE,L.A. Valley East,West,CD-02,Stella Owen
4811,494,LA-0495,34.24713,-118.35788,SB  Sunland  NS  Wheatland -NW,L.A. Valley East,North,CD-02,MOM L.A.
4812,501,LA-0502,34.15071,-118.37909,SB  Tujunga  NS  Moorpark -NW,L.A. Valley East,North,CD-02,Michael Dugan
4813,509,LA-0510,34.16825,-118.4488,SB  Van Nuys Blvd FS  Clark -SW,L.A. Valley West,East,CD-02,MOM L.A.
4814,529,LA-0530,34.14289,-118.39112,WB  Ventura Blvd FS  Carpenter-NW,L.A. Valley East,North,CD-02,MOM L.A.
4815,582,LA-0583,34.19365,-118.37043,NB  Vineland  NS  Vanowen -SW,L.A. Valley East,East,CD-02,MOM L.A.
4816,584,LA-0585,34.15005,-118.40527,SB  Whitsett  FS  Moorpark -SW,L.A. Valley East,East,CD-02,Steve Shrager
4817,608,LA-0609,34.15428,-118.43135,SB  Woodman  NS  Valley Heart -NW,L.A. Valley West,North,CD-02,ReMAX:OLSON
4818,627,LA-0628,34.17323,-118.5915,EB  Burbank  NS  Warner Ctr L -SW,L.A. Valley West,East,CD-03,MOM L.A.
4819,640,LA-0641,34.17437,-118.5883,SB  De Soto  NS  Burbank -NW,L.A. Valley West,North,CD-03,MOM L.A.
4820,651,LA-0652,34.19092,-118.58843,SB  De Soto  FS  Kittridge -SW,L.A. Valley West,East,CD-03,MOM L.A.
4821,666,LA-0667,34.1664,-118.5885,NB  De Soto  FS  Ventura Cyn -NE,L.A. Valley West,South,CD-03,Amir Sole
4822,678,LA-0679,34.20857,-118.62342,NB  Fallbrook  FS  Saticoy -NE,L.A. Valley West,South,CD-03,John Oddino
4823,692,LA-0693,34.20247,-118.62943,SB  Med Ctr Dr  NS  Sherman Place -Mid Block,L.A. Valley West, ,CD-03,Jerry Gooze
4824,696,LA-0697,34.15067,-118.62473,WB  Mulholland D  FS  Coloma -NW,L.A. Valley West,North,CD-03,MOM L.A.
4825,718,LA-0719,34.17702,-118.60158,NB  Owensmouth  NS  Califa -SE,L.A. Valley West,West,CD-03,Warner Center Condominiums
4826,736,LA-0737,34.1793,-118.60213,WB  Oxnard  FS  Owensmouth -NW,L.A. Valley West,North,CD-03,Catalina Paints
4827,742,LA-0743,34.17925,-118.59247,WB  Oxnard  FS  Variel -NW,L.A. Valley West,North,CD-03,MOM L.A.
4828,747,LA-0748,34.17402,-118.5361,SB  Reseda Blvd NS  101 Freeway -NE,L.A. Valley West,South,CD-03,Eli and Zeev
4829,778,LA-0779,34.18598,-118.56947,SB  Reseda Blvd FS  Victory -SW,L.A. Valley West,East,CD-03,Blooming Smiles
4830,780,LA-0781,34.21978,-118.598,EB  Roscoe  NS  Canoga -SW,L.A. Valley West,East,CD-03,MOM L.A.
4831,4053,LA-4054,34.2358,-118.58844,NB  De Soto  FS  Nordhoff -NE,L.A. Valley West,South,CD-12,MOM L.A.
4832,4994,LA-4995,34.12147,-118.20967,WB  York  FS  Ave. 50 -NW,L.A. East,North,CD-14,MOM L.A.
4833,5011,LA-5012,34.06278,-118.21118,EB  Zonal  NS  Mission -SW,L.A. East,East,CD-14,Attorney Law
4834,5038,LA-5039,33.7217,-118.30598,WB  25th St FS  Patton -NW,L.A. South Bay,North,CD-14,The Swedish Car Clinic
4835,4,LA-0005,34.06777,-118.28251,EB  3rd St NS  Occidental -SW,L.A. Valley East,East,CD-01,MOM L.A.
4836,20,LA-0021,34.06245,-118.28106,WB  6th St NS  Park View -NE,L.A. Valley East,South,CD-01,MOM L.A.
4837,35,LA-0036,34.04742,-118.2703,EB  7th St NS  Union -SW,L.A. East,East,CD-01,MOM L.A.
4838,55,LA-0056,34.04901,-118.28177,NB  Alvarado  NS  Olympic -SE,L.A. South,West,CD-01,MOM L.A.
4839,65,LA-0066,34.06548,-118.23687,sb Broadway ns College-nw,L.A. East,North,CD-01,MOM L.A.
4840,77,LA-0078,34.07356,-118.21542,EB  Broadway  FS  Daly St-SE,L.A. East,West,CD-01,MOM L.A.
4841,124,LA-0125,34.03458,-118.28416,SB  Hoover  FS  Washington -SW,L.A. South,East,CD-01,MOM L.A.
4842,131,LA-0132,34.05861,-118.23751,NB  Main  FS  Cesar Chavez -NE,L.A. East,South,CD-01,MOM L.A.
4843,140,LA-0141,34.06776,-118.20276,SB  Mission  FS  Lincoln Park -NW,L.A. East,North,CD-01,MOM L.A.
4844,141,LA-0142,34.06588,-118.20668,SB  Mission  FS  Main -SW,L.A. East,East,CD-01,MOM L.A.
4845,146,LA-0147,34.05977,-118.23888,SB  New High  FS  Ord -SW,L.A. East,East,CD-01,MOM L.A.
4846,189,LA-0190,34.03982,-118.28437,EB  Washington  NS  Hoover -SW,L.A. South,East,CD-01,MOM L.A.
4847,204,LA-0205,34.05692,-118.27339,WB  Wilshire  NS  Bonnie Brae -NE,L.A. Valley East,South,CD-01,MOM L.A.
4848,254,LA-0255,34.19417,-118.41389,SB  Coldwater Canyon  NS  Vanowen -NW,L.A. Valley East,North,CD-02,MOM L.A.
4849,264,LA-0265,34.24761,-118.27925,WB  Foothill  NS  Haines Cyn -NE,L.A. Valley East,South,CD-02,MOM L.A.
4850,337,LA-0338,34.16466,-118.45742,SB  Kester  FS  Magnolia -SW,L.A. Valley West,East,CD-02,Matt Epstein
4851,347,LA-0348,34.187,-118.3877,NB  Lankershim  FS  Victory -NE,L.A. Valley East,South,CD-02,MOM L.A.
4852,349,LA-0350,34.17247,-118.39641,NB  Laurel Canyon  FS  Burbank -NE,L.A. Valley East,South,CD-02,MOM L.A.
4853,355,LA-0356,34.14992,-118.39652,SB  Laurel Canyon  FS  Moorpark -SW,L.A. Valley East,East,CD-02,KAREN MISRAJE
4854,358,LA-0359,34.1792,-118.39638,NB  Laurel Canyon  NS  Oxnard -SE,L.A. Valley East,West,CD-02,MOM L.A.
4855,364,LA-0365,34.20037,-118.39663,SB  Laurel Canyon  FS  Sherman Way -SW,L.A. Valley East,East,CD-02,MOM L.A.
4856,367,LA-0368,34.19364,-118.39663,SB  Laurel Canyon  FS  Vanowen -SW,L.A. Valley East,East,CD-02,MOM L.A.
4857,396,LA-0397,34.15044,-118.43529,WB  Moorpark  NS  Stern -NE,L.A. Valley West,South,CD-02,Simon Mills
4858,398,LA-0399,34.17951,-118.42286,WB  Oxnard  FS  Fulton -NW,L.A. Valley West,North,CD-02,MOM L.A.
4859,416,LA-0417,34.15776,-118.38804,WB  Riverside  FS  Colfax -NW,L.A. Valley East,North,CD-02,MOM L.A.
4860,426,LA-0427,34.15754,-118.40115,EB  Riverside  NS  Laurel Grove -SW,L.A. Valley East,East,CD-02,Catalina Paints
4861,437,LA-0438,34.15765,-118.4314,WB  Riverside  FS  Woodman -NW,L.A. Valley West,North,CD-02,Steve Shrager
4862,460,LA-0461,34.20129,-118.42283,WB  Sherman Way  FS  Fulton -NW,L.A. Valley East,North,CD-02,MOM L.A.
4863,461,LA-0462,34.20116,-118.43966,EB  Sherman Way  FS  Hazeltine -SE,L.A. Valley West,West,CD-02,MOM L.A.
4864,471,LA-0472,34.20111,-118.43083,EB  Sherman Way  FS  Woodman -SE,L.A. Valley West,West,CD-02,MOM L.A.
4865,474,LA-0475,34.25986,-118.32277,SB  Sunland  NS  Foothill -NW,L.A. Valley East,North,CD-02,MOM L.A.
4866,495,LA-0496,34.24713,-118.35788,SB  Sunland  NS  Wheatland -NW,L.A. Valley East,North,CD-02,MOM L.A.
4867,502,LA-0503,34.16103,-118.44862,NB  Van Nuys Blvd NS  Addison -SE,L.A. Valley West,West,CD-02,Teresa Gordon
4868,564,LA-0565,34.1866,-118.38704,EB  Victory  FS  Lankershim -SE,L.A. Valley East,West,CD-02,MOM L.A.
4869,567,LA-0568,34.18681,-118.39732,WB  Victory  FS  Laurel Cyn -NW,L.A. Valley East,North,CD-02,Teresa Gordon
4870,591,LA-0592,34.16116,-118.43138,SB  Woodman  FS  Addison -SW,L.A. Valley West,East,CD-02,MOM L.A.
4871,593,LA-0594,34.17247,-118.43114,NB  Woodman  FS  Burbank -NE,L.A. Valley West,South,CD-02,Catalina Paints
4872,605,LA-0606,34.20094,-118.43137,SB  Woodman  FS  Sherman Way -SW,L.A. Valley West,East,CD-02,MOM L.A.
4873,607,LA-0608,34.15423,-118.43113,NB  Woodman  NS  Valley Heart -SE,L.A. Valley West,West,CD-02,MOM L.A.
4874,613,LA-0614,34.18701,-118.43136,SB  Woodman  NS  Victory -NW,L.A. Valley West,North,CD-02,MOM L.A.
4875,620,LA-0621,34.16702,-118.6062,EB  Burbank  FS  Canoga -SE,L.A. Valley West,West,CD-03,MOM L.A.
4876,660,LA-0661,34.2011,-118.58915,SB  De Soto  FS  Sherman Way -SW,L.A. Valley West,East,CD-03,MOM L.A.
4877,661,LA-0662,34.2011,-118.58915,SB  De Soto  FS  Sherman Way -SW,L.A. Valley West,East,CD-03,MOM L.A.
4878,691,LA-0692,34.20247,-118.62943,SB  Med Ctr Dr  NS  Sherman Place -Mid Block,L.A. Valley West, ,CD-03,MOM L.A.
4879,697,LA-0698,34.15067,-118.62473,WB  Mulholland D  FS  Coloma -NW,L.A. Valley West,North,CD-03,MOM L.A.
4880,700,LA-0701,34.1523,-118.63018,WB  Mulholland D  FS  Deseret -NW,L.A. Valley West,North,CD-03,Fred MyerTeam
4881,715,LA-0716,34.15128,-118.62678,WB  Mulholland D  NS  Willens -NE,L.A. Valley West,South,CD-03,Catalina Paints
4882,721,LA-0722,34.18195,-118.581,SB  Owensmouth  NS  Erwin -NW,L.A. Valley West,North,CD-03,MOM L.A.
4883,743,LA-0744,34.17125,-118.60512,EB  Oxnard  NS  Vassar -SW,L.A. Valley West,East,CD-03,MOM L.A.
4884,750,LA-0751,34.17197,-118.5361,EB  Reseda Blvd FS  Burbank -SE,L.A. Valley West,West,CD-03,Ron Viola
4885,781,LA-0782,34.21978,-118.598,EB  Roscoe  NS  Canoga -SW,L.A. Valley West,East,CD-03,MOM L.A.
4886,4063,LA-4064,34.24671,-118.5887,SB  De Soto  NS  Superior -NW,L.A. Valley West,North,CD-12,MOM L.A.
4887,4065,LA-4066,34.25225,-118.58847,NB  De Soto  FS  Vintage -NE,L.A. Valley West,South,CD-12,MOM L.A.
4888,32,LA-0033,34.05817,-118.28024,WB  7th St NS  Park View -NE,L.A. Valley East,South,CD-01,MOM L.A.
4889,53,LA-0054,34.05322,-118.27879,NB  Alvarado  NS  James Wood -SE,L.A. South,West,CD-01,MOM L.A.
4890,78,LA-0079,34.07367,-118.20813,EB  Broadway  NS  Eastlake -SW,L.A. East,East,CD-01,MOM L.A.
4891,147,LA-0148,34.04704,-118.3,NB  Normandie  NS  Pico -SE,L.A. South,West,CD-01,MOM L.A.
4892,152,LA-0153,34.05021,-118.27683,EB  Olympic  NS  Burlington -SW,L.A. South,East,CD-01,Angel Bails Bonds
4893,176,LA-0177,34.0367,-118.28417,EB  Venice  NS  Burlington -SW,L.A. South,East,CD-01,MOM L.A.
4894,197,LA-0198,34.03854,-118.28139,EB  Washington  NS  Union -SW,L.A. South,East,CD-01,MOM L.A.
4895,203,LA-0204,34.05234,-118.26309,WB  Wilshire  NS  Bixel -NE,L.A. East,South,CD-01,Calm Dental
4896,218,LA-0219,34.11814,-118.18974,EB York NS Aldama-sw,L.A. East,East,CD-01,MOM L.A.
4897,227,LA-0228,34.17204,-118.41837,EB Burbank  NS Ethel -SW,L.A. Valley West,East,CD-02,Catalina Paints
4898,250,LA-0251,34.2213,-118.41458,SB  Coldwater Canyon  FS  Roscoe -SW,L.A. Valley East,East,CD-02,MOM L.A.
4899,259,LA-0260,34.18693,-118.41387,SB  Coldwater Canyon  NS  Victory -NW,L.A. Valley East,North,CD-02,Alcoholicos Anonimos
4900,271,LA-0272,34.25968,-118.31114,WB  Foothill  NS  Mc Vine -NE,L.A. Valley East,South,CD-02,The O'kane Law Firm
4901,329,LA-0330,34.17965,-118.43996,WB  Hazeltine  NS  Oxnard -NE,L.A. Valley West,South,CD-02,MOM L.A.
4902,371,LA-0372,34.18693,-118.39646,NB  Laurel Canyon  FS  Victory -NE,L.A. Valley East,South,CD-02,MOM L.A.
4903,415,LA-0416,34.15776,-118.38804,WB  Riverside  FS  Colfax -NW,L.A. Valley East,North,CD-02,Judith Leford
4904,431,LA-0432,34.15796,-118.4478,WB  Riverside  FS  Tilden Ave -NW,L.A. Valley West,North,CD-02,Simon Mills
4905,438,LA-0439,34.15762,-118.43163,EB  Riverside  NS  Woodman -SW,L.A. Valley West,East,CD-02,Michael Barasch
4906,444,LA-0445,34.17183,-118.46632,SB  Sepulveda  FS  Burbank -SW,L.A. Valley West,East,CD-02,Catalina Paints
4907,448,LA-0449,34.17598,-118.46604,NB  Sepulveda  FS  Hatteras -NE,L.A. Valley West,South,CD-02,MOM L.A.
4908,459,LA-0460,34.20129,-118.42283,WB  Sherman Way  FS  Fulton -NW,L.A. Valley East,North,CD-02,MOM L.A.
4909,482,LA-0483,34.26018,-118.33917,NB  Sunland  NS  La Canada Wy -SE,L.A. Valley East,West,CD-02,MOM L.A.
4910,490,LA-0491,34.24971,-118.3468,NB  Sunland  FS  Shadow Island -NE,L.A. Valley East,South,CD-02,MOM L.A.
4911,508,LA-0509,34.16829,-118.44857,NB  Van Nuys Blvd NS  Clark -SE,L.A. Valley West,West,CD-02,MOM L.A.
4912,512,LA-0513,34.17601,-118.4489,SB  Van Nuys Blvd NS  Hatteras -NW,L.A. Valley West,North,CD-02,MOM L.A.
4913,519,LA-0520,34.19402,-118.41349,WB  Vanowen  NS  Coldwater Cy -NE,L.A. Valley East,South,CD-02,MOM L.A.
4914,536,LA-0537,34.14486,-118.41171,WB  Ventura Blvd FS  Goodland -NW,L.A. Valley East,North,CD-02,Simon Mills
4915,560,LA-0561,34.18658,-118.42275,EB  Victory  NS  Fulton -SW,L.A. Valley West,East,CD-02,MOM L.A.
4916,562,LA-0563,34.18678,-118.43983,WB  Victory  NS  Hazeltine -NE,L.A. Valley West,South,CD-02,Teresa Gordon
4917,580,LA-0581,34.2015,-118.37022,NB  Vineland  FS  Sherman Way -NE,L.A. Valley East,South,CD-02,MOM L.A.
4918,592,LA-0593,34.16116,-118.43138,SB  Woodman  FS  Addison -SW,L.A. Valley West,East,CD-02,Pinecrest Schools
4919,598,LA-0599,34.16469,-118.43139,SB  Woodman  FS  Magnolia -SW,L.A. Valley West,East,CD-02,Marc St. Julien
4920,625,LA-0626,34.17197,-118.5361,EB  Burbank  FS  Reseda -SE,L.A. Valley West,West,CD-03,Catalina Paints
4921,637,LA-0638,34.16808,-118.59792,NB  Canoga  FS  Ventura Cyn -NE,L.A. Valley West,South,CD-03,MOM L.A.
4922,650,LA-0651,34.19092,-118.58843,NB  De Soto  NS  Kittridge -SE,L.A. Valley West,West,CD-03,MOM L.A.
4923,653,LA-0654,34.1795,-118.5906,SB  De Soto  NS  Oxnard -NW,L.A. Valley West,North,CD-03,Rita Zajic
4924,654,LA-0655,34.1795,-118.5906,NB  De Soto  FS  Oxnard -NE,L.A. Valley West,South,CD-03,MOM L.A.
4925,656,LA-0657,34.21847,-118.5885,SB  De Soto  FS  Roscoe -SW,L.A. Valley West,East,CD-03,MOM L.A.
4926,702,LA-0703,34.14967,-118.62027,EB  Mulholland D  NS  Flamingo -SW,L.A. Valley West,East,CD-03,Enola Burrell
4927,243,LA-0244,34.17224,-118.4315,WB  Burbank  FS  Woodman -NW,L.A. Valley West,North,CD-02,Simon Mills
4928,248,LA-0249,34.15022,-118.41371,NB  Coldwater Canyon  NS  Moorpark -SE,L.A. Valley East,West,CD-02,MOM L.A.
4929,256,LA-0257,34.1453,-118.41365,NB  Coldwater Canyon  FS  Ventura Cyn -NE,L.A. Valley East,South,CD-02,Gail Steinberg
4930,257,LA-0258,34.18643,-118.41373,NB  Coldwater Canyon  NS  Victory -SE,L.A. Valley East,West,CD-02,Monty Iceman
4931,263,LA-0264,34.24833,-118.28811,EB  Foothill  FS  Commerce -SE,L.A. Valley East,West,CD-02,MOM L.A.
4932,276,LA-0277,34.25914,-118.30285,EB  Foothill  NS  Mt Gleason -SW,L.A. Valley East,East,CD-02,MOM L.A.
4933,296,LA-0297,34.25983,-118.32328,WB  Foothill  FS  Sunland Blvd -NW,L.A. Valley East,North,CD-02,MOM L.A.
4934,298,LA-0299,34.25253,-118.29516,EB  Foothill  NS  Valmont -SW,L.A. Valley East,East,CD-02,MOM L.A.
4935,306,LA-0307,34.20681,-118.34161,NB  Glenoaks  FS  Cohasset -ES,L.A. Valley East,South-West,CD-02,Carol Gallanes
4936,313,LA-0314,34.23144,-118.36973,SB  Glenoaks  NS  Penrose -SE,L.A. Valley East,West,CD-02,MOM L.A.
4937,323,LA-0324,34.18202,-118.43989,NB  Hazeltine  NS  Calvert -SE,L.A. Valley West,West,CD-02,MOM L.A.
4938,328,LA-0329,34.16516,-118.4399,NB  Hazeltine  FS  Magnolia -NE,L.A. Valley West,South,CD-02,MOM L.A.
4939,353,LA-0354,34.18276,-118.39662,SB  Laurel Canyon  FS  Erwin -SW,L.A. Valley East,East,CD-02,Catalina Paints
4940,356,LA-0357,34.15059,-118.39641,NB  Laurel Canyon  FS  Moorpark -NE,L.A. Valley East,South,CD-02,KAREN MISRAJE
4941,377,LA-0378,34.16495,-118.43964,WB  Magnolia  NS  Hazeltine -NE,L.A. Valley West,South,CD-02,Paulette Zemlicka
4942,378,LA-0379,34.16495,-118.43964,WB  Magnolia  NS  Hazeltine -NE,L.A. Valley West,South,CD-02,Michael Barasch
4943,386,LA-0387,34.16481,-118.44834,EB  Magnolia  FS  Van Nuys -SE,L.A. Valley West,West,CD-02,MOM L.A.
4944,404,LA-0405,34.17936,-118.39609,EB  Oxnard  FS  Laurel Cyn -SE,L.A. Valley East,West,CD-02,The O'kane Law Firm
4945,405,LA-0406,34.17936,-118.39609,EB  Oxnard  FS  Laurel Cyn -SE,L.A. Valley East,West,CD-02,MOM L.A.
4946,417,LA-0418,34.15751,-118.42282,EB  Riverside  NS  Fulton -SW,L.A. Valley West,East,CD-02,Gail Steinberg
4947,424,LA-0425,34.15753,-118.40935,EB  Riverside  FS  La Maida -SE,L.A. Valley East,West,CD-02,Neil Klemow
4948,430,LA-0431,34.15753,-118.42713,EB  Riverside  NS  Sunnyslope -SW,L.A. Valley West,East,CD-02,MOM L.A.
4949,433,LA-0434,34.1579,-118.44832,EB  Riverside  FS  Van Nuys -SE,L.A. Valley West,West,CD-02,Catalina Paints
4950,451,LA-0452,34.17908,-118.46608,NB  Sepulveda  NS  Oxnard -SE,L.A. Valley West,West,CD-02,Teresa Gordon
4951,466,LA-0467,34.20131,-118.37066,WB  Sherman Way  FS  Vineland -NW,L.A. Valley East,North,CD-02,MOM L.A.
4952,513,LA-0514,34.17562,-118.44851,NB  Van Nuys Blvd NS  Hatteras -SE,L.A. Valley West,West,CD-02,MOM L.A.
4953,526,LA-0527,34.19405,-118.40566,WB  Vanowen  FS  Whitsett -NW,L.A. Valley East,North,CD-02,Catalina Paints
4954,531,LA-0532,34.14496,-118.41351,EB  Ventura Blvd FS  Coldwater Canyon -SE,L.A. Valley East,West,CD-02,Steve Shrager
4955,548,LA-0549,34.14384,-118.3938,WB  Ventura Blvd FS  Ventura PL-NW,L.A. Valley East,North,CD-02,MOM L.A.
4956,549,LA-0550,34.14076,-118.37076,WB  Ventura Blvd FS  Vineland -NW,L.A. Valley East,North,CD-02,Michael Dugan
4957,553,LA-0554,34.18679,-118.3832,WB  Victory  NS  Beck -NE,L.A. Valley East,South,CD-02,MOM L.A.
4958,579,LA-0580,34.20077,-118.37042,SB  Vineland  FS  Sherman Way -SW,L.A. Valley East,East,CD-02,MOM L.A.
4959,644,LA-0645,34.18275,-118.59077,SB  De Soto  NS  Erwin -NW,L.A. Valley West,North,CD-03,MOM L.A.
4960,662,LA-0663,34.20493,-118.58843,NB  De Soto  FS  Valerio -NE,L.A. Valley West,South,CD-03,MOM L.A.
